Date,Time,Total_trips_from_LGA,Total_trips_to_LGA,5min_saved_time_pickup,5min_saved_rides_pickup,5min_saved_time_dropoff,5min_saved_rides_dropoff,5min_av_per_saved_time_pickup,5min_av_per_saved_rides_pickup,5min_av_per_saved_time_dropoff,5min_av_per_saved_rides_dropoff,5min_av_computation_time_pickup,5min_av_computation_time_dropoff,10min_saved_time_pickup,10min_saved_rides_pickup,10min_saved_time_dropoff,10min_saved_rides_dropoff,10min_av_per_saved_time_pickup,10min_av_per_saved_rides_pickup,10min_av_per_saved_time_dropoff,10min_av_per_saved_rides_dropoff,10min_av_computation_time_pickup,10min_av_computation_time_dropoff
2015-07-11,00:00:00,4740,2612,7274.0000,695,4497.0000,432,0.1372,0.1466,0.1579,0.1654,0.0089,0.0060,10003.0000,947,6370.0000,605,0.1887,0.1998,0.2236,0.2316,0.0151,0.0086
2015-07-12,00:00:00,9738,4729,22800.0000,2111,12351.0000,1156,0.2075,0.2168,0.2391,0.2444,0.0156,0.0081,29970.0000,2746,15595.0000,1451,0.2728,0.2820,0.3019,0.3068,0.0344,0.0142
2015-07-13,00:00:00,10606,4610,28794.0000,2615,12146.0000,1111,0.2397,0.2466,0.2362,0.2410,0.0163,0.0080,35405.0000,3218,15264.0000,1381,0.2947,0.3034,0.2969,0.2996,0.0378,0.0134
2015-07-14,00:00:00,9036,4120,23486.0000,2165,9820.0000,912,0.2306,0.2396,0.2177,0.2214,0.0143,0.0074,28911.0000,2652,12821.0000,1174,0.2839,0.2935,0.2842,0.2850,0.0314,0.0120
2015-07-15,00:00:00,10075,4782,25486.0000,2361,12475.0000,1157,0.2257,0.2343,0.2372,0.2419,0.0152,0.0082,32213.0000,2965,15958.0000,1461,0.2853,0.2943,0.3034,0.3055,0.0337,0.0138
2015-07-16,00:00:00,10298,5818,26757.0000,2484,16830.0000,1521,0.2328,0.2412,0.2614,0.2614,0.0178,0.0095,33356.0000,3080,21122.0000,1900,0.2903,0.2991,0.3281,0.3266,0.0432,0.0183
2015-07-17,00:00:00,8805,5766,20304.0000,1909,15948.0000,1456,0.2059,0.2168,0.2484,0.2525,0.0136,0.0092,26305.0000,2454,20349.0000,1844,0.2667,0.2787,0.3170,0.3198,0.0286,0.0171
2015-07-18,00:00:00,4966,2716,7504.0000,727,4667.0000,453,0.1355,0.1464,0.1588,0.1668,0.0091,0.0063,10591.0000,1022,6354.0000,613,0.1912,0.2058,0.2163,0.2257,0.0155,0.0086
2015-07-19,00:00:00,10017,5304,23393.0000,2194,14209.0000,1325,0.2079,0.2190,0.2447,0.2498,0.0156,0.0088,29605.0000,2752,17855.0000,1656,0.2631,0.2747,0.3075,0.3122,0.0353,0.0157
2015-07-20,00:00:00,11707,4994,31483.0000,2902,12840.0000,1194,0.2371,0.2479,0.2327,0.2391,0.0179,0.0087,39015.0000,3565,16630.0000,1530,0.2939,0.3045,0.3014,0.3064,0.0456,0.0146
2015-07-21,00:00:00,8839,4403,22744.0000,2081,11169.0000,1028,0.2277,0.2354,0.2312,0.2335,0.0139,0.0077,28270.0000,2580,14484.0000,1324,0.2831,0.2919,0.2999,0.3007,0.0308,0.0127
2015-07-22,00:00:00,9767,5015,24308.0000,2253,13283.0000,1233,0.2209,0.2307,0.2413,0.2459,0.0307,0.0145,30425.0000,2789,16973.0000,1563,0.2765,0.2856,0.3084,0.3117,0.0377,0.0149
2015-07-23,00:00:00,9606,5640,25251.0000,2322,16630.0000,1496,0.2330,0.2417,0.2627,0.2652,0.0157,0.0123,31588.0000,2888,20518.0000,1832,0.2914,0.3006,0.3242,0.3248,0.0440,0.0282
2015-07-24,00:00:00,8369,5652,18032.0000,1691,15371.0000,1395,0.1925,0.2021,0.2466,0.2468,0.0216,0.0116,23520.0000,2198,19266.0000,1756,0.2511,0.2626,0.3091,0.3107,0.0286,0.0176
2015-07-25,00:00:00,5011,2925,7838.0000,753,5598.0000,525,0.1396,0.1503,0.1751,0.1795,0.0136,0.0132,11168.0000,1053,7740.0000,718,0.1989,0.2101,0.2421,0.2455,0.0197,0.0116
2015-07-26,00:00:00,10029,4687,23751.0000,2192,11378.0000,1075,0.2097,0.2186,0.2238,0.2294,0.0185,0.0097,30857.0000,2825,14931.0000,1399,0.2724,0.2817,0.2937,0.2985,0.0409,0.0175
2015-07-27,00:00:00,11264,4897,30636.0000,2811,12820.0000,1189,0.2408,0.2496,0.2373,0.2428,0.0280,0.0094,37582.0000,3432,16648.0000,1529,0.2954,0.3047,0.3082,0.3122,0.0456,0.0155
2015-07-28,00:00:00,9147,4577,23444.0000,2155,11868.0000,1087,0.2288,0.2356,0.2358,0.2375,0.0158,0.0086,29083.0000,2665,15201.0000,1387,0.2838,0.2914,0.3020,0.3030,0.0328,0.0146
2015-07-29,00:00:00,9138,4824,22993.0000,2126,12811.0000,1172,0.2228,0.2327,0.2389,0.2430,0.0183,0.0098,29118.0000,2673,16300.0000,1479,0.2822,0.2925,0.3039,0.3066,0.0350,0.0160
2015-07-30,00:00:00,8678,5237,21213.0000,2000,14129.0000,1283,0.2192,0.2305,0.2439,0.2450,0.0186,0.0120,26213.0000,2457,17841.0000,1616,0.2708,0.2831,0.3079,0.3086,0.0320,0.0174
2015-07-31,00:00:00,10275,6195,23961.0000,2245,17522.0000,1600,0.2080,0.2185,0.2552,0.2583,0.0173,0.0107,30810.0000,2866,21922.0000,1986,0.2674,0.2789,0.3193,0.3206,0.0381,0.0209
2015-08-01,00:00:00,5622,2796,9730.0000,947,4780.0000,468,0.1552,0.1684,0.1589,0.1674,0.0122,0.0076,13126.0000,1268,6901.0000,663,0.2093,0.2255,0.2293,0.2371,0.0187,0.0101
2015-08-02,00:00:00,10282,4499,24380.0000,2266,11327.0000,1069,0.2099,0.2204,0.2317,0.2376,0.0185,0.0089,31432.0000,2913,14725.0000,1380,0.2707,0.2833,0.3012,0.3067,0.0397,0.0146
2015-08-03,00:00:00,11298,4603,31256.0000,2874,11688.0000,1084,0.2446,0.2544,0.2306,0.2355,0.0192,0.0121,37615.0000,3444,15199.0000,1404,0.2944,0.3048,0.2999,0.3050,0.1137,0.0327
2015-08-04,00:00:00,9373,4402,23450.0000,2150,11398.0000,1042,0.2208,0.2294,0.2333,0.2367,0.0256,0.0108,29054.0000,2657,14662.0000,1335,0.2736,0.2835,0.3001,0.3033,0.0356,0.0142
2015-08-05,00:00:00,9107,4942,22872.0000,2087,13841.0000,1271,0.2218,0.2292,0.2529,0.2572,0.0154,0.0094,28449.0000,2592,17321.0000,1580,0.2758,0.2846,0.3165,0.3197,0.0318,0.0159
2015-08-06,00:00:00,9545,5688,24046.0000,2238,17074.0000,1538,0.2247,0.2345,0.2689,0.2704,0.0161,0.0101,30280.0000,2799,21054.0000,1891,0.2829,0.2932,0.3316,0.3325,0.0382,0.0196
2015-08-07,00:00:00,8600,5502,18514.0000,1757,15382.0000,1378,0.1933,0.2043,0.2511,0.2505,0.0145,0.0097,24158.0000,2277,19587.0000,1752,0.2523,0.2648,0.3197,0.3184,0.0290,0.0253
2015-08-08,00:00:00,4724,2958,6490.0000,643,5806.0000,541,0.1227,0.1361,0.1808,0.1829,0.0144,0.0126,9432.0000,911,7984.0000,743,0.1783,0.1928,0.2487,0.2512,0.0360,0.0165
2015-08-09,00:00:00,9908,4600,23007.0000,2141,11766.0000,1102,0.2061,0.2161,0.2341,0.2396,0.0168,0.0087,30002.0000,2776,15092.0000,1403,0.2687,0.2802,0.3002,0.3050,0.0378,0.0147
2015-08-10,00:00:00,10673,4546,27325.0000,2481,11597.0000,1072,0.2244,0.2325,0.2326,0.2358,0.0204,0.0142,34170.0000,3093,15071.0000,1394,0.2806,0.2898,0.3023,0.3066,0.1060,0.0321
2015-08-11,00:00:00,8860,4066,21371.0000,1985,10324.0000,939,0.2152,0.2240,0.2299,0.2309,0.0206,0.0169,26790.0000,2469,13432.0000,1212,0.2698,0.2787,0.2992,0.2981,0.0476,0.0183
2015-08-12,00:00:00,9694,4740,23199.0000,2164,13012.0000,1174,0.2130,0.2232,0.2465,0.2477,0.0280,0.0115,29613.0000,2739,16221.0000,1463,0.2719,0.2825,0.3073,0.3086,0.0394,0.0235
2015-08-13,00:00:00,9379,5170,22845.0000,2101,14948.0000,1348,0.2150,0.2240,0.2596,0.2607,0.0183,0.0112,29218.0000,2672,18243.0000,1644,0.2750,0.2849,0.3168,0.3180,0.0375,0.0191
2015-08-14,00:00:00,8621,5196,18321.0000,1738,14205.0000,1296,0.1895,0.2016,0.2470,0.2494,0.0165,0.0173,24219.0000,2270,17939.0000,1633,0.2505,0.2633,0.3119,0.3143,0.0394,0.0228
2015-08-15,00:00:00,5253,2623,8704.0000,828,4331.0000,409,0.1485,0.1576,0.1526,0.1559,0.0121,0.0072,11850.0000,1116,6425.0000,602,0.2022,0.2125,0.2264,0.2295,0.0189,0.0094
2015-08-16,00:00:00,9934,4135,22043.0000,2052,9608.0000,907,0.1971,0.2066,0.2126,0.2193,0.0188,0.0089,28814.0000,2682,13023.0000,1207,0.2577,0.2700,0.2882,0.2919,0.0555,0.0263
2015-08-17,00:00:00,10819,4288,27245.0000,2534,10177.0000,945,0.2238,0.2342,0.2171,0.2204,0.0189,0.0082,34180.0000,3157,13530.0000,1247,0.2808,0.2918,0.2886,0.2908,0.0407,0.0133
2015-08-18,00:00:00,9096,4236,21247.0000,1968,11003.0000,1005,0.2067,0.2164,0.2343,0.2373,0.0149,0.0080,27097.0000,2487,13897.0000,1265,0.2636,0.2734,0.2960,0.2986,0.0315,0.0136
2015-08-19,00:00:00,8960,4838,21463.0000,2000,13316.0000,1218,0.2137,0.2232,0.2492,0.2518,0.0149,0.0131,27189.0000,2510,16871.0000,1535,0.2707,0.2801,0.3157,0.3173,0.0385,0.0272
2015-08-20,00:00:00,8936,4861,20448.0000,1921,13121.0000,1215,0.2050,0.2150,0.2446,0.2499,0.0154,0.0094,25949.0000,2418,16877.0000,1548,0.2601,0.2706,0.3146,0.3185,0.0309,0.0161
2015-08-21,00:00:00,10899,5431,23404.0000,2213,15077.0000,1364,0.1910,0.2030,0.2506,0.2512,0.0193,0.0124,30951.0000,2902,19326.0000,1742,0.2526,0.2663,0.3212,0.3208,0.0390,0.0175
2015-08-22,00:00:00,4765,2373,5989.0000,596,4013.0000,375,0.1124,0.1251,0.1557,0.1580,0.0108,0.0102,8788.0000,859,5947.0000,553,0.1650,0.1803,0.2308,0.2330,0.0273,0.0197
2015-08-23,00:00:00,9727,4495,21590.0000,2041,11832.0000,1107,0.1974,0.2098,0.2409,0.2463,0.0182,0.0089,28174.0000,2640,14640.0000,1361,0.2576,0.2714,0.2981,0.3028,0.0373,0.0152
2015-08-24,00:00:00,10668,4060,27166.0000,2495,9504.0000,898,0.2248,0.2339,0.2151,0.2212,0.0177,0.0082,33600.0000,3069,12377.0000,1163,0.2781,0.2877,0.2801,0.2865,0.0393,0.0127
2015-08-25,00:00:00,9371,3432,21195.0000,1981,7931.0000,737,0.2003,0.2114,0.2100,0.2147,0.0157,0.0074,27424.0000,2538,10668.0000,981,0.2592,0.2708,0.2825,0.2858,0.0326,0.0112
2015-08-26,00:00:00,8954,3842,20285.0000,1880,9677.0000,883,0.2003,0.2100,0.2276,0.2298,0.0153,0.0077,26177.0000,2401,12551.0000,1141,0.2585,0.2681,0.2952,0.2970,0.0313,0.0124
2015-08-27,00:00:00,9611,4884,22448.0000,2107,13948.0000,1242,0.2084,0.2192,0.2550,0.2543,0.0158,0.0090,28215.0000,2629,17339.0000,1548,0.2619,0.2735,0.3170,0.3170,0.0334,0.0154
2015-08-28,00:00:00,9084,4654,20001.0000,1900,12309.0000,1113,0.1975,0.2092,0.2387,0.2391,0.0151,0.0088,26109.0000,2456,15929.0000,1442,0.2578,0.2704,0.3089,0.3098,0.0312,0.0149
2015-08-29,00:00:00,5222,2097,7849.0000,757,3187.0000,307,0.1331,0.1450,0.1399,0.1464,0.0103,0.0059,10913.0000,1039,4905.0000,466,0.1850,0.1990,0.2153,0.2222,0.0177,0.0082
2015-08-30,00:00:00,10022,4032,22464.0000,2097,9647.0000,916,0.1987,0.2092,0.2208,0.2272,0.0172,0.0096,29506.0000,2739,12598.0000,1183,0.2610,0.2733,0.2883,0.2934,0.0471,0.0131
2015-08-31,00:00:00,10716,3707,26713.0000,2463,8808.0000,812,0.2199,0.2298,0.2163,0.2190,0.0192,0.0078,33255.0000,3043,11470.0000,1055,0.2737,0.2840,0.2817,0.2846,0.0400,0.0119
2015-09-01,00:00:00,9355,3862,22861.0000,2104,9990.0000,919,0.2154,0.2249,0.2354,0.2380,0.0154,0.0078,28515.0000,2609,12550.0000,1143,0.2686,0.2789,0.2957,0.2960,0.0326,0.0124
2015-09-02,00:00:00,8970,4451,21178.0000,1979,12198.0000,1126,0.2094,0.2206,0.2467,0.2530,0.0151,0.0085,27024.0000,2511,15406.0000,1409,0.2672,0.2799,0.3115,0.3166,0.0315,0.0141
2015-09-03,00:00:00,9738,5586,23436.0000,2188,16401.0000,1462,0.2142,0.2247,0.2603,0.2617,0.0173,0.0099,29899.0000,2768,20381.0000,1814,0.2733,0.2842,0.3234,0.3247,0.0379,0.0178
2015-09-04,00:00:00,9220,5850,21502.0000,2022,15995.0000,1448,0.2081,0.2193,0.2466,0.2475,0.0153,0.0101,27645.0000,2575,20279.0000,1829,0.2676,0.2793,0.3126,0.3126,0.0319,0.0206
2015-09-05,00:00:00,5388,2586,9129.0000,880,4767.0000,450,0.1519,0.1633,0.1701,0.1740,0.0105,0.0072,12099.0000,1155,6557.0000,620,0.2013,0.2144,0.2340,0.2398,0.0193,0.0097
2015-09-06,00:00:00,6131,2842,9058.0000,889,6048.0000,570,0.1312,0.1450,0.1938,0.2006,0.0113,0.0071,13130.0000,1264,7990.0000,744,0.1902,0.2062,0.2560,0.2618,0.0214,0.0105
2015-09-07,00:00:00,12012,5458,28492.0000,2667,15638.0000,1450,0.2092,0.2220,0.2587,0.2657,0.0213,0.0101,37543.0000,3464,19285.0000,1770,0.2757,0.2884,0.3190,0.3243,0.0818,0.0621
2015-09-08,00:00:00,12733,4555,36780.0000,3348,11532.0000,1052,0.2540,0.2629,0.2286,0.2310,0.0489,0.0145,44346.0000,4026,14948.0000,1357,0.3063,0.3162,0.2964,0.2979,0.0674,0.0148
2015-09-09,00:00:00,10962,4421,29702.0000,2729,11277.0000,1030,0.2404,0.2490,0.2307,0.2330,0.0180,0.0088,36589.0000,3347,14459.0000,1310,0.2962,0.3053,0.2958,0.2963,0.0423,0.0144
2015-09-10,00:00:00,9557,5505,25123.0000,2310,15962.0000,1441,0.2350,0.2417,0.2597,0.2618,0.0238,0.0105,31179.0000,2865,19734.0000,1768,0.2916,0.2998,0.3211,0.3212,0.0364,0.0192
2015-09-11,00:00:00,10553,6270,24434.0000,2298,18564.0000,1679,0.2065,0.2178,0.2651,0.2678,0.0184,0.0114,31646.0000,2948,22955.0000,2070,0.2675,0.2794,0.3278,0.3301,0.0385,0.0211
2015-09-12,00:00:00,4973,2818,7811.0000,755,4891.0000,455,0.1409,0.1518,0.1577,0.1615,0.0101,0.0070,10835.0000,1039,7390.0000,677,0.1955,0.2089,0.2382,0.2402,0.0175,0.0102
2015-09-13,00:00:00,9230,4880,21430.0000,2004,11948.0000,1143,0.2062,0.2171,0.2252,0.2342,0.0161,0.0096,27717.0000,2573,15733.0000,1484,0.2667,0.2788,0.2966,0.3041,0.0381,0.0181
2015-09-14,00:00:00,10591,4613,29637.0000,2704,11151.0000,1037,0.2464,0.2553,0.2193,0.2248,0.0178,0.0088,36145.0000,3283,14774.0000,1363,0.3005,0.3100,0.2906,0.2955,0.0411,0.0147
2015-09-15,00:00:00,10504,4265,29843.0000,2726,10583.0000,964,0.2526,0.2595,0.2255,0.2260,0.0175,0.0087,36524.0000,3322,13717.0000,1251,0.3092,0.3163,0.2923,0.2933,0.0403,0.0138
2015-09-16,00:00:00,10572,5049,29666.0000,2705,14161.0000,1274,0.2492,0.2559,0.2533,0.2523,0.0179,0.0113,36223.0000,3286,17807.0000,1593,0.3043,0.3108,0.3185,0.3155,0.0436,0.0195
2015-09-17,00:00:00,10752,6082,30229.0000,2768,18341.0000,1637,0.2502,0.2574,0.2694,0.2692,0.0178,0.0108,36972.0000,3373,22633.0000,2022,0.3060,0.3137,0.3325,0.3325,0.0410,0.0213
2015-09-18,00:00:00,10465,6538,26207.0000,2454,20392.0000,1813,0.2242,0.2345,0.2784,0.2773,0.0339,0.0210,33515.0000,3113,24598.0000,2193,0.2868,0.2975,0.3358,0.3354,0.0400,0.0223
2015-09-19,00:00:00,5110,2684,7914.0000,755,4942.0000,477,0.1395,0.1477,0.1710,0.1777,0.0112,0.0069,11227.0000,1064,6643.0000,628,0.1979,0.2082,0.2299,0.2340,0.0172,0.0117
2015-09-20,00:00:00,10068,5125,24889.0000,2282,12925.0000,1218,0.2190,0.2267,0.2304,0.2377,0.0193,0.0096,32133.0000,2932,16600.0000,1541,0.2828,0.2912,0.2959,0.3007,0.0391,0.0164
2015-09-21,00:00:00,10933,5070,30113.0000,2759,13079.0000,1198,0.2435,0.2524,0.2340,0.2363,0.0180,0.0096,36862.0000,3354,17050.0000,1553,0.2981,0.3068,0.3050,0.3063,0.0507,0.0193
2015-09-22,00:00:00,8412,4322,20367.0000,1885,11461.0000,1050,0.2144,0.2241,0.2392,0.2429,0.0185,0.0099,25860.0000,2371,14478.0000,1318,0.2722,0.2819,0.3022,0.3050,0.0344,0.0145
2015-09-23,00:00:00,8550,4054,21897.0000,2041,9880.0000,915,0.2282,0.2387,0.2211,0.2257,0.0211,0.0182,27727.0000,2570,13173.0000,1207,0.2890,0.3006,0.2947,0.2977,0.0534,0.0160
2015-09-24,00:00:00,9788,4852,24618.0000,2286,12846.0000,1164,0.2222,0.2336,0.2360,0.2399,0.0274,0.0114,31508.0000,2894,16513.0000,1484,0.2844,0.2957,0.3034,0.3059,0.0370,0.0174
2015-09-25,00:00:00,9514,5238,21040.0000,1980,13486.0000,1218,0.1974,0.2081,0.2319,0.2325,0.0184,0.0134,28021.0000,2601,17757.0000,1598,0.2629,0.2734,0.3054,0.3051,0.0467,0.0181
2015-09-26,00:00:00,5058,2522,8133.0000,790,3857.0000,381,0.1433,0.1562,0.1407,0.1511,0.0126,0.0081,11105.0000,1061,5856.0000,560,0.1956,0.2098,0.2136,0.2220,0.0225,0.0103
2015-09-27,00:00:00,10566,5198,27716.0000,2543,13126.0000,1243,0.2318,0.2407,0.2293,0.2391,0.0202,0.0120,34766.0000,3168,16928.0000,1571,0.2908,0.2998,0.2957,0.3022,0.0459,0.0379
2015-09-28,00:00:00,11528,5221,31619.0000,2888,13767.0000,1259,0.2426,0.2505,0.2367,0.2411,0.0279,0.0114,39107.0000,3570,17529.0000,1587,0.3001,0.3097,0.3014,0.3040,0.0548,0.0175
2015-09-29,00:00:00,9598,4599,25449.0000,2313,12382.0000,1127,0.2349,0.2410,0.2415,0.2451,0.0185,0.0091,31425.0000,2846,15679.0000,1419,0.2901,0.2965,0.3059,0.3085,0.0364,0.0154
2015-09-30,00:00:00,10121,5000,27367.0000,2504,14201.0000,1287,0.2399,0.2474,0.2537,0.2574,0.0169,0.0101,33591.0000,3059,17894.0000,1609,0.2945,0.3022,0.3197,0.3218,0.0430,0.0167
2015-10-01,00:00:00,10136,6272,27087.0000,2507,18666.0000,1670,0.2397,0.2473,0.2666,0.2663,0.0185,0.0113,33649.0000,3088,23289.0000,2078,0.2978,0.3047,0.3326,0.3313,0.0493,0.0283
2015-10-02,00:00:00,9450,5656,22096.0000,2074,15324.0000,1393,0.2102,0.2195,0.2470,0.2463,0.0170,0.0135,28682.0000,2671,19517.0000,1764,0.2728,0.2826,0.3146,0.3119,0.0654,0.0236
2015-10-03,00:00:00,5195,2481,8061.0000,770,4487.0000,429,0.1388,0.1482,0.1690,0.1729,0.0165,0.0087,11462.0000,1082,6319.0000,595,0.1974,0.2083,0.2380,0.2398,0.0250,0.0173
2015-10-04,00:00:00,10151,4877,25648.0000,2386,12831.0000,1215,0.2249,0.2351,0.2420,0.2491,0.0301,0.0147,32787.0000,3014,16254.0000,1521,0.2875,0.2969,0.3066,0.3119,0.0736,0.0258
2015-10-05,00:00:00,11190,4601,31997.0000,2925,11199.0000,1036,0.2525,0.2614,0.2213,0.2252,0.0196,0.0086,38756.0000,3526,15018.0000,1379,0.3059,0.3151,0.2967,0.2997,0.0510,0.0145
2015-10-06,00:00:00,9443,4404,26292.0000,2399,11601.0000,1056,0.2474,0.2541,0.2367,0.2398,0.0155,0.0083,32065.0000,2912,15005.0000,1357,0.3017,0.3084,0.3062,0.3081,0.0366,0.0146
2015-10-07,00:00:00,10431,5278,29209.0000,2676,15670.0000,1427,0.2488,0.2565,0.2692,0.2704,0.0167,0.0096,35402.0000,3228,19094.0000,1736,0.3016,0.3095,0.3280,0.3289,0.0383,0.0170
2015-10-08,00:00:00,11143,6192,30687.0000,2841,19224.0000,1706,0.2459,0.2550,0.2756,0.2755,0.0222,0.0109,38631.0000,3549,23505.0000,2083,0.3095,0.3185,0.3370,0.3364,0.0417,0.0291
2015-10-09,00:00:00,9835,6520,25763.0000,2420,19439.0000,1744,0.2350,0.2461,0.2672,0.2675,0.0204,0.0134,31925.0000,2974,24379.0000,2175,0.2913,0.3024,0.3351,0.3336,0.0597,0.0218
2015-10-10,00:00:00,6354,3173,11127.0000,1070,6065.0000,581,0.1574,0.1684,0.1760,0.1831,0.0107,0.0067,15142.0000,1433,8609.0000,810,0.2142,0.2255,0.2498,0.2553,0.0198,0.0100
2015-10-11,00:00:00,10009,5174,24197.0000,2246,13848.0000,1316,0.2154,0.2244,0.2455,0.2543,0.0157,0.0086,31130.0000,2871,17595.0000,1652,0.2771,0.2868,0.3119,0.3193,0.0352,0.0159
2015-10-12,00:00:00,12065,5390,33338.0000,3051,14619.0000,1344,0.2436,0.2529,0.2444,0.2494,0.0210,0.0106,40947.0000,3722,18874.0000,1715,0.2992,0.3085,0.3155,0.3182,0.0450,0.0161
2015-10-13,00:00:00,11135,4880,30527.0000,2792,13031.0000,1200,0.2421,0.2507,0.2412,0.2459,0.0187,0.0086,37025.0000,3391,16794.0000,1524,0.2936,0.3045,0.3108,0.3123,0.0414,0.0144
2015-10-14,00:00:00,10515,5263,29797.0000,2745,15294.0000,1380,0.2525,0.2611,0.2597,0.2622,0.0161,0.0102,36306.0000,3317,18959.0000,1700,0.3077,0.3155,0.3220,0.3230,0.0390,0.0159
2015-10-15,00:00:00,10878,6310,30654.0000,2826,19325.0000,1736,0.2513,0.2598,0.2736,0.2751,0.0178,0.0117,37552.0000,3438,23526.0000,2111,0.3079,0.3161,0.3331,0.3345,0.0392,0.0203
2015-10-16,00:00:00,10838,6387,28159.0000,2634,19419.0000,1742,0.2317,0.2430,0.2720,0.2727,0.0164,0.0100,35745.0000,3316,23631.0000,2116,0.2942,0.3060,0.3310,0.3313,0.0373,0.0195
2015-10-17,00:00:00,5211,2814,8559.0000,831,5366.0000,497,0.1471,0.1595,0.1737,0.1766,0.0099,0.0066,12136.0000,1150,7466.0000,683,0.2086,0.2207,0.2417,0.2427,0.0166,0.0094
2015-10-18,00:00:00,10799,5776,27544.0000,2578,16047.0000,1500,0.2278,0.2387,0.2546,0.2597,0.0173,0.0091,34858.0000,3245,20245.0000,1864,0.2883,0.3005,0.3212,0.3227,0.0405,0.0181
2015-10-19,00:00:00,12066,5410,34318.0000,3137,14648.0000,1348,0.2519,0.2600,0.2440,0.2492,0.0199,0.0093,41932.0000,3813,18830.0000,1724,0.3078,0.3160,0.3137,0.3187,0.0855,0.0238
2015-10-20,00:00:00,9958,4477,28047.0000,2583,11713.0000,1073,0.2509,0.2594,0.2374,0.2397,0.0329,0.0114,34312.0000,3138,15099.0000,1377,0.3070,0.3151,0.3060,0.3076,0.0617,0.0160
2015-10-21,00:00:00,10498,5129,30067.0000,2761,14671.0000,1328,0.2552,0.2630,0.2582,0.2589,0.0192,0.0088,36226.0000,3315,18387.0000,1656,0.3074,0.3158,0.3236,0.3229,0.0396,0.0168
2015-10-22,00:00:00,11549,6023,32647.0000,3020,18050.0000,1634,0.2520,0.2615,0.2674,0.2713,0.0198,0.0154,40000.0000,3681,22346.0000,2010,0.3087,0.3187,0.3310,0.3337,0.0682,0.0202
2015-10-23,00:00:00,10773,6384,28823.0000,2683,19131.0000,1725,0.2394,0.2490,0.2687,0.2702,0.0159,0.0143,36176.0000,3330,23786.0000,2133,0.3005,0.3091,0.3341,0.3341,0.0435,0.0199
2015-10-24,00:00:00,5339,2798,8913.0000,841,4985.0000,484,0.1489,0.1575,0.1651,0.1730,0.0112,0.0096,12418.0000,1162,7146.0000,678,0.2075,0.2176,0.2366,0.2423,0.0337,0.0106
